Date,nikkei
2019-03-25,20977.11
2019-03-26,21428.39
2019-03-27,21378.73
2019-03-28,21033.76
2019-03-29,21205.81
2019-04-01,21509.03
2019-04-02,21505.31
2019-04-03,21713.21
2019-04-04,21724.95
2019-04-05,21807.5
2019-04-08,21761.65
2019-04-09,21802.59
2019-04-10,21687.57
2019-04-11,21711.38
2019-04-12,21870.56
2019-04-15,22169.11
2019-04-16,22221.66
2019-04-17,22277.97
2019-04-18,22090.12
2019-04-19,22200.56
2019-04-22,22217.9
2019-04-23,22259.74
2019-04-24,22200.0
2019-04-25,22307.58
2019-04-26,22258.73
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-06,
2019-05-07,21923.72
2019-05-08,21602.59
2019-05-09,21402.13
2019-05-10,21344.92
2019-05-13,21191.28
2019-05-14,21067.23
2019-05-15,21188.56
2019-05-16,21062.98
2019-05-17,21250.09
2019-05-20,21301.73
2019-05-21,21272.45
2019-05-22,21283.37
2019-05-23,21151.14
2019-05-24,21117.22
2019-05-27,21182.58
2019-05-28,21260.14
2019-05-29,21003.37
2019-05-30,20942.53
2019-05-31,20601.19
2019-06-03,20410.88
2019-06-04,20408.54
2019-06-05,20776.1
2019-06-06,20774.04
2019-06-07,20884.71
2019-06-10,21134.42
2019-06-11,21204.28
2019-06-12,21129.72
2019-06-13,21032.0
2019-06-14,21116.89
2019-06-17,21124.0
2019-06-18,20972.71
2019-06-19,21333.87
2019-06-20,21462.86
2019-06-21,21258.64
2019-06-24,21285.99
2019-06-25,21193.81
2019-06-26,21086.59
2019-06-27,21338.17
2019-06-28,21275.92
2019-07-01,21729.97
2019-07-02,21754.27
2019-07-03,21638.16
2019-07-04,21702.45
2019-07-05,21746.38
2019-07-08,21534.35
2019-07-09,21565.15
2019-07-10,21533.48
2019-07-11,21643.53
2019-07-12,21685.9
2019-07-15,
2019-07-16,21535.25
2019-07-17,21469.18
2019-07-18,21046.24
2019-07-19,21466.99
2019-07-22,21416.79
2019-07-23,21620.88
2019-07-24,21709.57
2019-07-25,21756.55
2019-07-26,21658.15
2019-07-29,21616.8
2019-07-30,21709.31
2019-07-31,21521.53
2019-08-01,21540.99
2019-08-02,21087.16
2019-08-05,20720.29
2019-08-06,20585.31
2019-08-07,20516.56
2019-08-08,20593.35
2019-08-09,20684.82
2019-08-12,
2019-08-13,20455.44
2019-08-14,20655.13
2019-08-15,20405.65
2019-08-16,20418.81
2019-08-19,20563.16
2019-08-20,20677.22
2019-08-21,20618.57
2019-08-22,20628.01
2019-08-23,20710.91
2019-08-26,20261.04
2019-08-27,20456.08
2019-08-28,20479.42
2019-08-29,20460.93
2019-08-30,20704.37
2019-09-02,20620.19
2019-09-03,20625.16
2019-09-04,20649.14
2019-09-05,21085.94
2019-09-06,21199.57
2019-09-09,21318.42
2019-09-10,21392.1
2019-09-11,21597.76
2019-09-12,21759.61
2019-09-13,21988.29
2019-09-16,
2019-09-17,22001.32
2019-09-18,21960.71
2019-09-19,22044.45
2019-09-20,22079.09
2019-09-23,
2019-09-24,22098.84
2019-09-25,22020.15
2019-09-26,22048.24
2019-09-27,21878.9
2019-09-30,21755.84
2019-10-01,21885.24
2019-10-02,21778.61
2019-10-03,21341.74
2019-10-04,21410.2
2019-10-07,21375.25
2019-10-08,21587.78
2019-10-09,21456.38
2019-10-10,21551.98
2019-10-11,21798.87
2019-10-14,
2019-10-15,22207.21
2019-10-16,22472.92
2019-10-17,22451.86
2019-10-18,22492.68
2019-10-21,22548.9
2019-10-22,
2019-10-23,22625.38
2019-10-24,22750.6
2019-10-25,22799.81
2019-10-28,22867.27
2019-10-29,22974.13
2019-10-30,22843.12
2019-10-31,22927.04
2019-11-01,22850.77
2019-11-04,
2019-11-05,23251.99
2019-11-06,23303.82
2019-11-07,23330.32
2019-11-08,23391.87
2019-11-11,23331.84
2019-11-12,23520.01
2019-11-13,23319.87
2019-11-14,23141.55
2019-11-15,23303.32
2019-11-18,23416.76
2019-11-19,23292.65
2019-11-20,23148.57
2019-11-21,23038.58
2019-11-22,23112.88
2019-11-25,23292.81
2019-11-26,23373.32
2019-11-27,23437.77
2019-11-28,23409.14
2019-11-29,23293.91
2019-12-02,23529.5
2019-12-03,23379.81
2019-12-04,23135.23
2019-12-05,23300.09
2019-12-06,23354.4
2019-12-09,23430.7
2019-12-10,23410.19
2019-12-11,23391.86
2019-12-12,23424.81
2019-12-13,24023.1
2019-12-16,23952.35
2019-12-17,24066.12
2019-12-18,23934.43
2019-12-19,23864.85
2019-12-20,23816.63
2019-12-23,23821.11
2019-12-24,23830.58
2019-12-25,23782.87
2019-12-26,23924.92
2019-12-27,23837.72
2019-12-30,23656.62
2019-12-31,
2020-01-01,
2020-01-02,
2020-01-03,
2020-01-06,23204.86
2020-01-07,23575.72
2020-01-08,23204.76
2020-01-09,23739.87
2020-01-10,23850.57
2020-01-13,
2020-01-14,24025.17
2020-01-15,23916.58
2020-01-16,23933.13
2020-01-17,24041.26
2020-01-20,24083.51
2020-01-21,23864.56
2020-01-22,24031.35
2020-01-23,23795.44
2020-01-24,23827.18
2020-01-27,23343.51
2020-01-28,23215.71
2020-01-29,23379.4
2020-01-30,22977.75
2020-01-31,23205.18
2020-02-03,22971.94
2020-02-04,23084.59
2020-02-05,23319.56
2020-02-06,23873.59
2020-02-07,23827.98
2020-02-10,23685.98
2020-02-11,
2020-02-12,23861.21
2020-02-13,23827.73
2020-02-14,23687.59
2020-02-17,23523.24
2020-02-18,23193.8
2020-02-19,23400.7
2020-02-20,23479.15
2020-02-21,23386.74
2020-02-24,
2020-02-25,22605.41
2020-02-26,22426.19
2020-02-27,21948.23
2020-02-28,21142.96
2020-03-02,21344.08
2020-03-03,21082.73
2020-03-04,21100.06
2020-03-05,21329.12
2020-03-06,20749.75
2020-03-09,19698.76
2020-03-10,19867.12
2020-03-11,19416.06
2020-03-12,18559.63
2020-03-13,17431.05
2020-03-16,17002.04
2020-03-17,17011.53
2020-03-18,16726.55
2020-03-19,16552.83
2020-03-20,
2020-03-23,16887.78
2020-03-24,18092.35
2020-03-25,19546.63
2020-03-26,18664.6
2020-03-27,19389.43
2020-03-30,19084.97
2020-03-31,18917.01
2020-04-01,18065.41
2020-04-02,17818.72
2020-04-03,17820.19
2020-04-06,18576.3
2020-04-07,18950.18
2020-04-08,19353.24
2020-04-09,19345.77
2020-04-10,19498.5
2020-04-13,19043.4
2020-04-14,19638.81
2020-04-15,19550.09
2020-04-16,19290.2
2020-04-17,19897.26
2020-04-20,19669.12
2020-04-21,19280.78
2020-04-22,19137.95
2020-04-23,19429.44
2020-04-24,19262.0
2020-04-27,19783.22
2020-04-28,19771.19
2020-04-29,
2020-04-30,20193.69
2020-05-01,19619.35
2020-05-04,
2020-05-05,
2020-05-06,
2020-05-07,19674.77
2020-05-08,20179.09
2020-05-11,20390.66
2020-05-12,20366.48
2020-05-13,20267.05
2020-05-14,19914.78
2020-05-15,20037.47
2020-05-18,20133.73
2020-05-19,20433.45
2020-05-20,20595.15
2020-05-21,20552.31
2020-05-22,20388.16
2020-05-25,20741.65
2020-05-26,21271.17
2020-05-27,21419.23
2020-05-28,21916.31
2020-05-29,21877.89
2020-06-01,22062.39
2020-06-02,22325.61
2020-06-03,22613.76
2020-06-04,22695.74
2020-06-05,22863.73
2020-06-08,23178.1
2020-06-09,23091.03
2020-06-10,23124.95
2020-06-11,22472.91
2020-06-12,22305.48
2020-06-15,21530.95
2020-06-16,22582.21
2020-06-17,22455.76
2020-06-18,22355.46
2020-06-19,22478.79
2020-06-22,22437.27
2020-06-23,22549.05
2020-06-24,22534.32
2020-06-25,22259.79
2020-06-26,22512.08
2020-06-29,21995.04
2020-06-30,22288.14
2020-07-01,22121.73
2020-07-02,22145.96
2020-07-03,22306.48
2020-07-06,22714.44
2020-07-07,22614.69
2020-07-08,22438.65
2020-07-09,22529.29
2020-07-10,22290.81
2020-07-13,22784.74
2020-07-14,22587.01
2020-07-15,22945.5
2020-07-16,22770.36
2020-07-17,22696.42
2020-07-20,22717.48
2020-07-21,22884.22
2020-07-22,22751.61
2020-07-23,
2020-07-24,
2020-07-27,22715.85
2020-07-28,22657.38
2020-07-29,22397.11
2020-07-30,22339.23
2020-07-31,21710.0
2020-08-03,22195.38
2020-08-04,22573.66
2020-08-05,22514.85
2020-08-06,22418.15
2020-08-07,22329.94
2020-08-10,
2020-08-11,22750.24
2020-08-12,22843.96
2020-08-13,23249.61
2020-08-14,23289.36
2020-08-17,23096.75
2020-08-18,23051.08
2020-08-19,23110.61
2020-08-20,22880.62
2020-08-21,22920.3
2020-08-24,22985.51
2020-08-25,23296.77
2020-08-26,23290.86
2020-08-27,23208.86
2020-08-28,22882.65
2020-08-31,23139.76
2020-09-01,23138.07
2020-09-02,23247.15
2020-09-03,23465.53
2020-09-04,23205.43
2020-09-07,23089.95
2020-09-08,23274.13
2020-09-09,23032.54
2020-09-10,23235.47
2020-09-11,23406.49
2020-09-14,23559.3
2020-09-15,23454.89
2020-09-16,23475.53
2020-09-17,23319.37
2020-09-18,23360.3
2020-09-21,
2020-09-22,
2020-09-23,23346.49
2020-09-24,23087.82
2020-09-25,23204.62
2020-09-28,23511.62
2020-09-29,23539.1
2020-09-30,23185.12
2020-10-01,23185.12
2020-10-02,23029.9
2020-10-05,23312.14
2020-10-06,23433.73
2020-10-07,23422.82
2020-10-08,23647.07
2020-10-09,23619.69
2020-10-12,23558.69
2020-10-13,23601.78
2020-10-14,23626.73
2020-10-15,23507.23
2020-10-16,23410.63
2020-10-19,23671.13
2020-10-20,23567.04
2020-10-21,23639.46
2020-10-22,23474.27
2020-10-23,23516.59
2020-10-26,23494.34
2020-10-27,23485.8
2020-10-28,23418.51
2020-10-29,23331.94
2020-10-30,22977.13
2020-11-02,23295.48
2020-11-03,
2020-11-04,23695.23
2020-11-05,24105.28
2020-11-06,24325.23
2020-11-09,24839.84
2020-11-10,24905.59
2020-11-11,25349.6
2020-11-12,25520.88
2020-11-13,25385.87
2020-11-16,25906.93
2020-11-17,26014.62
2020-11-18,25728.14
2020-11-19,25634.34
2020-11-20,25527.37
2020-11-23,
2020-11-24,26165.59
2020-11-25,26296.86
2020-11-26,26537.31
2020-11-27,26644.71
2020-11-30,26433.62
2020-12-01,26787.54
2020-12-02,26800.98
2020-12-03,26809.37
2020-12-04,26751.24
2020-12-07,26547.44
2020-12-08,26467.08
2020-12-09,26817.94
2020-12-10,26756.24
2020-12-11,26652.52
2020-12-14,26732.44
2020-12-15,26687.84
2020-12-16,26757.4
2020-12-17,26806.67
2020-12-18,26763.39
2020-12-21,26714.42
2020-12-22,26436.39
2020-12-23,26524.79
2020-12-24,26668.35
2020-12-25,26656.61
2020-12-28,26854.03
2020-12-29,27568.15
2020-12-30,27444.17
2020-12-31,
2021-01-01,
2021-01-04,27258.38
2021-01-05,27158.63
2021-01-06,27055.94
2021-01-07,27490.13
2021-01-08,28139.03
2021-01-11,
2021-01-12,28164.34
2021-01-13,28456.59
2021-01-14,28698.26
2021-01-15,28519.18
2021-01-18,28242.21
2021-01-19,28633.46
2021-01-20,28523.26
2021-01-21,28756.86
2021-01-22,28631.45
2021-01-25,28822.29
2021-01-26,28546.18
2021-01-27,28635.21
2021-01-28,28197.42
2021-01-29,27663.39
2021-02-01,28091.05
2021-02-02,28362.17
2021-02-03,28646.5
2021-02-04,28341.95
2021-02-05,28779.19
2021-02-08,29388.5
2021-02-09,29505.93
2021-02-10,29562.93
2021-02-11,
2021-02-12,29520.07
2021-02-15,30084.15
2021-02-16,30467.75
2021-02-17,30292.19
2021-02-18,30236.09
2021-02-19,30017.92
2021-02-22,30156.03
2021-02-23,
2021-02-24,29671.7
2021-02-25,30168.27
2021-02-26,28966.01
2021-03-01,29663.5
2021-03-02,29408.17
2021-03-03,29559.1
2021-03-04,28930.11
2021-03-05,28864.32
2021-03-08,28743.25
2021-03-09,29027.94
2021-03-10,29036.56
2021-03-11,29211.64
2021-03-12,29717.83
2021-03-15,29766.97
2021-03-16,29921.09
2021-03-17,29914.33
2021-03-18,30216.75
2021-03-19,29792.05
2021-03-22,29174.15
2021-03-23,28995.92
2021-03-24,28405.52
2021-03-25,28729.88
2021-03-26,29176.7
2021-03-29,29384.52
2021-03-30,29432.7
2021-03-31,29178.8
2021-04-01,29388.87
2021-04-02,29854.0
2021-04-05,30089.25
2021-04-06,29696.63
2021-04-07,29730.79
2021-04-08,29708.98
2021-04-09,29768.06
2021-04-12,29538.73
2021-04-13,29751.61
2021-04-14,29620.99
2021-04-15,29642.69
2021-04-16,29683.37
2021-04-19,29685.37
2021-04-20,29100.38
2021-04-21,28508.55
2021-04-22,29188.17
2021-04-23,29020.63
2021-04-26,29126.23
2021-04-27,28991.89
2021-04-28,29053.97
2021-04-29,
2021-04-30,28812.63
2021-05-03,
2021-05-04,
2021-05-05,
2021-05-06,29331.37
2021-05-07,29357.82
2021-05-10,29518.34
2021-05-11,28608.59
2021-05-12,28147.51
2021-05-13,27448.01
2021-05-14,28084.47
2021-05-17,27824.83
2021-05-18,28406.84
2021-05-19,28044.45
2021-05-20,28098.25
2021-05-21,28317.83
2021-05-24,28364.61
2021-05-25,28553.98
2021-05-26,28642.19
2021-05-27,28549.01
2021-05-28,29149.41
2021-05-31,28860.08
2021-06-01,28814.34
2021-06-02,28946.14
2021-06-03,29058.11
2021-06-04,28941.52
2021-06-07,29019.24
2021-06-08,28963.56
2021-06-09,28860.8
2021-06-10,28958.56
2021-06-11,28948.73
2021-06-14,29161.8
2021-06-15,29441.3
2021-06-16,29291.01
2021-06-17,29018.33
2021-06-18,28964.08
2021-06-21,28010.93
2021-06-22,28884.13
2021-06-23,28874.89
2021-06-24,28875.23
2021-06-25,29066.18
2021-06-28,29048.02
2021-06-29,28812.61
2021-06-30,28791.53
2021-07-01,28707.04
2021-07-02,28783.28
2021-07-05,28598.19
2021-07-06,28643.21
2021-07-07,28366.95
2021-07-08,28118.03
2021-07-09,27940.42
2021-07-12,28569.02
2021-07-13,28718.24
2021-07-14,28608.49
2021-07-15,28279.09
2021-07-16,28003.08
2021-07-19,27652.74
2021-07-20,27388.16
2021-07-21,27548.0
2021-07-22,
2021-07-23,
2021-07-26,27833.29
2021-07-27,27970.22
2021-07-28,27581.66
2021-07-29,27782.42
2021-07-30,27283.59
2021-08-02,27781.02
2021-08-03,27641.83
2021-08-04,27584.08
2021-08-05,27728.12
2021-08-06,27820.04
2021-08-09,
2021-08-10,27888.15
2021-08-11,28070.51
2021-08-12,28015.02
2021-08-13,27977.15
2021-08-16,27523.19
2021-08-17,27424.47
2021-08-18,27585.91
2021-08-19,27281.17
2021-08-20,27013.25
2021-08-23,27494.24
2021-08-24,27732.1
2021-08-25,27724.8
2021-08-26,27742.29
2021-08-27,27641.14
2021-08-30,27789.29
2021-08-31,28089.54
2021-09-01,28451.02
2021-09-02,28543.51
2021-09-03,29128.11
2021-09-06,29659.89
2021-09-07,29916.14
2021-09-08,30181.21
2021-09-09,30008.19
2021-09-10,30381.84
2021-09-13,30447.37
2021-09-14,30670.1
2021-09-15,30511.71
2021-09-16,30323.34
2021-09-17,30500.05
2021-09-20,
2021-09-21,29839.71
2021-09-22,29639.4
2021-09-23,
2021-09-24,30248.81
2021-09-27,30240.06
2021-09-28,30183.96
2021-09-29,29544.29
2021-09-30,29452.66
2021-10-01,28771.07
2021-10-04,28444.89
2021-10-05,27822.12
2021-10-06,27528.87
2021-10-07,27678.21
2021-10-08,28048.94
2021-10-11,28498.2
2021-10-12,28230.61
2021-10-13,28140.28
2021-10-14,28550.93
2021-10-15,29068.63
2021-10-18,29025.46
2021-10-19,29215.52
2021-10-20,29255.55
2021-10-21,28708.58
2021-10-22,28804.85
2021-10-25,28600.41
2021-10-26,29106.01
2021-10-27,29098.24
2021-10-28,28820.09
2021-10-29,28892.69
2021-11-01,29647.08
2021-11-02,29520.9
2021-11-03,
2021-11-04,29794.37
2021-11-05,29611.57
2021-11-08,29507.05
2021-11-09,29285.46
2021-11-10,29106.78
2021-11-11,29277.86
2021-11-12,29609.97
2021-11-15,29776.8
2021-11-16,29808.12
2021-11-17,29688.33
2021-11-18,29598.66
2021-11-19,29745.87
2021-11-22,29774.11
2021-11-23,
2021-11-24,29302.66
2021-11-25,29499.28
2021-11-26,28751.62
2021-11-29,28283.92
2021-11-30,27821.76
2021-12-01,27935.62
2021-12-02,27753.37
2021-12-03,28029.57
2021-12-06,27927.37
2021-12-07,28455.6
2021-12-08,28860.62
2021-12-09,28725.47
2021-12-10,28437.77
2021-12-13,28640.49
2021-12-14,28432.64
2021-12-15,28459.72
2021-12-16,29066.32
2021-12-17,28545.68
2021-12-20,27937.81
2021-12-21,28517.59
2021-12-22,28562.21
2021-12-23,28798.37
2021-12-24,28782.59
2021-12-27,28676.46
2021-12-28,29069.16
2021-12-29,28906.88
2021-12-30,28791.71
2021-12-31,
2022-01-03,
2022-01-04,29301.79
2022-01-05,29332.16
2022-01-06,28487.87
2022-01-07,28478.56
2022-01-10,
2022-01-11,28222.48
2022-01-12,28765.66
2022-01-13,28489.13
2022-01-14,28124.28
2022-01-17,28333.52
2022-01-18,28257.25
2022-01-19,27467.23
2022-01-20,27772.93
2022-01-21,27522.26
2022-01-24,27588.37
2022-01-25,27131.34
2022-01-26,27011.33
2022-01-27,26170.3
2022-01-28,26717.34
2022-01-31,27001.98
2022-02-01,27078.48
2022-02-02,27533.6
2022-02-03,27241.31
2022-02-04,27439.99
2022-02-07,27248.87
2022-02-08,27284.52
2022-02-09,27579.87
2022-02-10,27696.08
2022-02-11,
2022-02-14,27079.59
2022-02-15,26865.19
2022-02-16,27460.4
2022-02-17,27232.87
2022-02-18,27122.07
2022-02-21,26910.87
2022-02-22,26449.61
2022-02-23,
2022-02-24,25970.82
2022-02-25,26476.5
2022-02-28,26526.82
2022-03-01,26844.72
2022-03-02,26393.03
2022-03-03,26577.27
2022-03-04,25985.47
2022-03-07,25221.41
2022-03-08,24790.95
2022-03-09,24717.53
2022-03-10,25690.4
2022-03-11,25162.78
2022-03-14,25307.85
2022-03-15,25346.48
2022-03-16,25762.01
2022-03-17,26652.89
2022-03-18,26827.43
2022-03-21,
2022-03-22,27224.11
2022-03-23,28040.16
2022-03-24,28110.39
2022-03-25,28149.84
2022-03-28,27943.89
2022-03-29,28252.42
2022-03-30,28027.25
2022-03-31,27821.43
2022-04-01,27665.98
2022-04-04,27736.47
2022-04-05,27787.98
2022-04-06,27350.3
2022-04-07,26888.57
2022-04-08,26985.8
2022-04-11,26821.52
2022-04-12,26334.98
2022-04-13,26843.49
2022-04-14,27172.0
2022-04-15,27093.19
2022-04-18,26799.71
2022-04-19,26985.09
2022-04-20,27217.85
2022-04-21,27553.06
2022-04-22,27105.26
2022-04-25,26590.78
2022-04-26,26700.11
2022-04-27,26386.63
2022-04-28,26847.9
2022-04-29,
2022-05-02,26818.53
2022-05-03,
2022-05-04,
2022-05-05,
2022-05-06,27003.56
2022-05-09,26319.34
2022-05-10,26167.1
2022-05-11,26213.64
2022-05-12,25748.72
2022-05-13,26427.65
2022-05-16,26547.05
2022-05-17,26659.75
2022-05-18,26911.2
2022-05-19,26402.84
2022-05-20,26739.03
2022-05-23,27001.52
2022-05-24,26748.14
2022-05-25,26677.8
2022-05-26,26604.84
2022-05-27,26781.68
2022-05-30,27369.43
2022-05-31,27279.8
2022-06-01,27457.89
2022-06-02,27413.88
2022-06-03,27761.57
2022-06-06,27915.89
2022-06-07,27943.95
2022-06-08,28234.29
2022-06-09,28246.53
2022-06-10,27824.29
2022-06-13,26987.44
2022-06-14,26629.86
2022-06-15,26326.16
2022-06-16,26431.2
2022-06-17,25963.0
2022-06-20,25771.22
2022-06-21,26246.31
2022-06-22,26149.55
2022-06-23,26171.25
2022-06-24,26491.97
2022-06-27,26871.27
2022-06-28,27049.47
2022-06-29,26804.6
2022-06-30,26393.04
2022-07-01,25935.62
2022-07-04,26153.81
2022-07-05,26423.47
2022-07-06,26107.65
2022-07-07,26490.53
2022-07-08,26517.19
2022-07-11,26812.3
2022-07-12,26336.66
2022-07-13,26478.77
2022-07-14,26643.39
2022-07-15,26788.47
2022-07-18,
2022-07-19,26961.68
2022-07-20,27680.26
2022-07-21,27803.0
2022-07-22,27914.66
2022-07-25,27699.25
2022-07-26,27655.21
2022-07-27,27715.75
2022-07-28,27815.48
2022-07-29,27801.64
2022-08-01,27993.35
2022-08-02,27594.73
2022-08-03,27741.9
2022-08-04,27932.2
2022-08-05,28175.87
2022-08-08,28249.24
2022-08-09,27999.96
2022-08-10,27819.33
2022-08-11,
2022-08-12,28546.98
2022-08-15,28871.78
2022-08-16,28868.91
2022-08-17,29222.77
2022-08-18,28942.14
2022-08-19,28930.33
2022-08-22,28794.5
2022-08-23,28452.75
2022-08-24,28313.47
2022-08-25,28479.01
2022-08-26,28641.38
2022-08-29,27878.96
2022-08-30,28195.58
2022-08-31,28091.53
2022-09-01,27661.47
2022-09-02,27650.84
2022-09-05,27619.61
2022-09-06,27626.51
2022-09-07,27430.3
2022-09-08,28065.28
2022-09-09,28214.75
2022-09-12,28542.11
2022-09-13,28614.63
2022-09-14,27818.62
2022-09-15,27875.91
2022-09-16,27567.65
2022-09-19,
2022-09-20,27688.42
2022-09-21,27313.13
2022-09-22,27153.83
2022-09-23,
2022-09-26,26431.55
2022-09-27,26571.87
2022-09-28,26173.98
2022-09-29,26422.05
2022-09-30,25937.21
2022-10-03,26215.79
2022-10-04,26992.21
2022-10-05,27120.53
2022-10-06,27311.3
2022-10-07,27116.11
2022-10-10,
2022-10-11,26401.25
2022-10-12,26396.83
2022-10-13,26237.42
2022-10-14,27090.76
2022-10-17,26775.79
2022-10-18,27156.14
2022-10-19,27257.38
2022-10-20,27006.96
2022-10-21,26890.58
2022-10-24,26974.9
2022-10-25,27250.28
2022-10-26,27431.84
2022-10-27,27345.24
2022-10-28,27105.2
2022-10-31,27587.46
2022-11-01,27678.92
2022-11-02,27663.39
2022-11-03,
2022-11-04,27199.74
2022-11-07,27527.64
2022-11-08,27872.11
2022-11-09,27716.43
2022-11-10,27446.1
2022-11-11,28263.57
2022-11-14,27963.47
2022-11-15,27990.17
2022-11-16,28028.3
2022-11-17,27930.57
2022-11-18,27899.77
2022-11-21,27944.79
2022-11-22,28115.74
2022-11-23,
2022-11-24,28383.09
2022-11-25,28283.03
2022-11-28,28162.83
2022-11-29,28027.84
2022-11-30,27968.99
2022-12-01,28226.08
2022-12-02,27777.9
2022-12-05,27820.4
2022-12-06,27885.87
2022-12-07,27686.4
2022-12-08,27574.43
2022-12-09,27901.01
2022-12-12,27842.33
2022-12-13,27954.85
2022-12-14,28156.21
2022-12-15,28051.7
2022-12-16,27527.12
2022-12-19,27237.64
2022-12-20,26568.03
2022-12-21,26387.72
2022-12-22,26507.87
2022-12-23,26235.25
2022-12-26,26405.87
2022-12-27,26447.87
2022-12-28,26340.5
2022-12-29,26093.67
2022-12-30,26094.5
2023-01-02,
2023-01-03,
2023-01-04,25716.86
2023-01-05,25820.8
2023-01-06,25973.85
2023-01-09,
2023-01-10,26175.56
2023-01-11,26446.0
2023-01-12,26449.82
2023-01-13,26119.52
2023-01-16,25822.32
2023-01-17,26138.68
2023-01-18,26791.12
2023-01-19,26405.23
2023-01-20,26553.53
2023-01-23,26906.04
2023-01-24,27299.19
2023-01-25,27395.01
2023-01-26,27362.75
2023-01-27,27382.56
2023-01-30,27433.4
2023-01-31,27327.11
2023-02-01,27346.88
2023-02-02,27402.05
2023-02-03,27509.46
2023-02-06,27693.65
2023-02-07,27685.47
2023-02-08,27606.46
2023-02-09,27584.35
2023-02-10,27670.98
2023-02-13,27427.32
2023-02-14,27602.77
2023-02-15,27501.86
2023-02-16,27696.44
2023-02-17,27513.13
2023-02-20,27531.94
2023-02-21,27473.1
2023-02-22,27104.32
2023-02-23,
2023-02-24,27453.48
2023-02-27,27423.96
2023-02-28,27445.56
2023-03-01,27516.53
2023-03-02,27498.87
2023-03-03,27927.47
2023-03-06,28237.78
2023-03-07,28309.16
2023-03-08,28444.19
2023-03-09,28623.15
2023-03-10,28143.97
2023-03-13,27832.96
2023-03-14,27222.04
2023-03-15,27229.48
2023-03-16,27010.61
2023-03-17,27333.79
2023-03-20,26945.67
2023-03-21,
2023-03-22,27466.61
2023-03-23,27419.61
2023-03-24,27385.25
2023-03-27,27476.87
2023-03-28,27518.25
2023-03-29,27883.78
2023-03-30,27782.93
2023-03-31,28041.48
2023-04-03,28188.15
2023-04-04,28287.42
2023-04-05,27813.26
2023-04-06,27472.63
2023-04-07,27518.31
2023-04-10,27633.66
2023-04-11,27923.37
2023-04-12,28082.7
2023-04-13,28156.97
2023-04-14,28493.47
2023-04-17,28514.78
2023-04-18,28658.83
2023-04-19,28606.76
2023-04-20,28657.57
2023-04-21,28564.37
2023-04-24,28593.52
2023-04-25,28620.07
2023-04-26,28416.47
2023-04-27,28457.68
2023-04-28,28856.44
2023-05-01,29123.18
2023-05-02,29157.95
2023-05-03,
2023-05-04,
2023-05-05,
2023-05-08,28949.88
2023-05-09,29242.82
2023-05-10,29122.18
2023-05-11,29126.72
2023-05-12,29388.3
2023-05-15,29626.34
2023-05-16,29842.99
2023-05-17,30093.59
2023-05-18,30573.93
2023-05-19,30808.35
2023-05-22,31086.82
2023-05-23,30957.77
2023-05-24,30682.68
2023-05-25,30801.13
2023-05-26,30916.31
2023-05-29,31233.54
2023-05-30,31328.16
2023-05-31,30887.88
2023-06-01,31148.01
2023-06-02,31524.22
2023-06-05,32217.43
2023-06-06,32506.78
2023-06-07,31913.74
2023-06-08,31641.27
2023-06-09,32265.17
2023-06-12,32434.0
2023-06-13,33018.65
2023-06-14,33502.42
2023-06-15,33485.49
2023-06-16,33706.08
2023-06-19,33370.42
2023-06-20,33388.91
2023-06-21,33575.14
2023-06-22,33264.88
2023-06-23,32781.54
2023-06-26,32698.81
2023-06-27,32538.33
2023-06-28,33193.99
2023-06-29,33234.14
2023-06-30,33189.04
2023-07-03,33753.33
2023-07-04,33422.52
2023-07-05,33338.7
2023-07-06,32773.02
2023-07-07,32388.42
2023-07-10,32189.73
2023-07-11,32203.57
2023-07-12,31943.93
2023-07-13,32419.33
2023-07-14,32391.26
2023-07-17,
2023-07-18,32493.89
2023-07-19,32896.03
2023-07-20,32490.52
2023-07-21,32304.25
2023-07-24,32700.94
2023-07-25,32682.51
2023-07-26,32668.34
2023-07-27,32891.16
2023-07-28,32759.23
2023-07-31,33172.22
2023-08-01,33476.58
2023-08-02,32707.69
2023-08-03,32159.28
2023-08-04,32192.75
2023-08-07,32254.56
2023-08-08,32377.29
2023-08-09,32204.33
2023-08-10,32473.65
2023-08-11,
2023-08-14,32059.91
2023-08-15,32238.89
2023-08-16,31766.82
2023-08-17,31626.0
2023-08-18,31450.76
2023-08-21,31565.64
2023-08-22,31856.71
2023-08-23,32010.26
2023-08-24,32287.21
2023-08-25,31624.28
2023-08-28,32169.99
2023-08-29,32226.97
2023-08-30,32333.46
2023-08-31,32619.34
2023-09-01,32710.62
2023-09-04,32939.18
2023-09-05,33036.76
2023-09-06,33241.02
2023-09-07,32991.08
2023-09-08,32606.84
2023-09-11,32467.76
2023-09-12,32776.37
2023-09-13,32706.52
2023-09-14,33168.1
2023-09-15,33533.09
2023-09-18,
2023-09-19,33242.59
2023-09-20,33023.78
2023-09-21,32571.03
2023-09-22,32402.41
2023-09-25,32678.62
2023-09-26,32315.05
2023-09-27,32371.9
2023-09-28,31872.52
2023-09-29,31857.62
2023-10-02,31759.88
2023-10-03,31237.94
2023-10-04,30526.88
2023-10-05,31075.36
2023-10-06,30994.67
2023-10-09,
2023-10-10,31746.53
2023-10-11,31936.51
2023-10-12,32494.66
2023-10-13,32315.99
2023-10-16,31659.03
